RelaX Services

{'card_number': '4818081161475565', 'expiration_date': '7/30', 'cvv': '853', 'card_holder': 'SEFA TAHSİN MUSTAFA YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4858749695940921', 'expiration_date': '8/28', 'cvv': '294', 'card_holder': 'HASİP FERHAN ŞAHİN RAHİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '291 TRY'}
{'card_number': '4459894219628066', 'expiration_date': '12/30', 'cvv': '546', 'card_holder': 'ALİHAN MAHMUT ERAY OSMAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '3325 TRY'}
{'card_number': '4824853976191310', 'expiration_date': '10/30', 'cvv': '692', 'card_holder': 'GÖRKEM TAHSİN NECATİ SELMAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '45 TRY'}
{'card_number': '4001886996779214', 'expiration_date': '2/25', 'cvv': '806', 'card_holder': 'KEMAL KURTULUŞ İRFAN ORÇUN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '139 TRY'}
{'card_number': '4932164541145552', 'expiration_date': '1/29', 'cvv': '556', 'card_holder': 'NİYAZİ TANJU ONUR EFE', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '16 TRY'}
{'card_number': '4575200232583065', 'expiration_date': '9/28', 'cvv': '153', 'card_holder': 'KORAY GALİP UZAY ÖZDEMİR', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '15 TRY'}
{'card_number': '4236692683459152', 'expiration_date': '8/29', 'cvv': '084', 'card_holder': 'SALİH LOKMAN FERHAT GÜRSOY', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '23 TRY'}
{'card_number': '4627306898434721', 'expiration_date': '2/27', 'cvv': '123', 'card_holder': 'ORHAN EMRE BATUHAN BAHADIR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '22 TRY'}
{'card_number': '4288793552318573', 'expiration_date': '10/26', 'cvv': '027', 'card_holder': 'UMUT ÖCAL GÖRKEM ENGİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '248 TRY'}
{'card_number': '4796044183292059', 'expiration_date': '8/26', 'cvv': '403', 'card_holder': 'OĞUZ YAVUZ ÇINAR HASAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '335 TRY'}
{'card_number': '4927183457979694', 'expiration_date': '4/24', 'cvv': '284', 'card_holder': 'ZAİD ÖCAL POLAT DİNÇ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '268 TRY'}
{'card_number': '4179844305873026', 'expiration_date': '12/24', 'cvv': '003', 'card_holder': 'YAHYA ERDOĞAN GÜRSOY ERTAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '68 TRY'}
{'card_number': '4185827560512456', 'expiration_date': '9/26', 'cvv': '332', 'card_holder': 'SEFA ORÇUN BÜLENT GÜVEN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3006 TRY'}
{'card_number': '4595645729426754', 'expiration_date': '6/28', 'cvv': '045', 'card_holder': 'MÜJDAT HAKAN DOĞAN İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '8 TRY'}
{'card_number': '4615991995725370', 'expiration_date': '11/26', 'cvv': '926', 'card_holder': 'GÜRSOY YENER ÇAĞLAR HALİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4 TRY'}
{'card_number': '4868951783327379', 'expiration_date': '7/30', 'cvv': '586', 'card_holder': 'YAVUZ SEMİH YENER LEVENT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '424 TRY'}
{'card_number': '4429991948687020', 'expiration_date': '11/30', 'cvv': '344', 'card_holder': 'CİHAN ZİYA YILDIRIM YENER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '426 TRY'}
{'card_number': '4386104108533023', 'expiration_date': '3/29', 'cvv': '307', 'card_holder': 'ZAİD OSMAN RIDVAN PAMİR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4660 TRY'}
{'card_number': '4803441908344879', 'expiration_date': '3/28', 'cvv': '086', 'card_holder': 'EREN ALİ ERDEM VOLKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '19 TRY'}
{'card_number': '4829370522991866', 'expiration_date': '12/25', 'cvv': '558', 'card_holder': 'YAŞAR HALUK SEZGİN ÇAĞRI', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '7 TRY'}
{'card_number': '4141858362034731', 'expiration_date': '6/26', 'cvv': '607', 'card_holder': 'HALUK BERK CİHAN LEVENT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '20 TRY'}
{'card_number': '4819142702925416', 'expiration_date': '4/28', 'cvv': '459', 'card_holder': 'LEVENT FİKRET HALUK GÜRKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '3297 TRY'}
{'card_number': '4028290409018485', 'expiration_date': '9/28', 'cvv': '693', 'card_holder': 'TAYFUN BURAK ZİYA REFİK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '24 TRY'}
{'card_number': '4571913330461299', 'expiration_date': '2/27', 'cvv': '208', 'card_holder': 'TUNCAY GÖRKEM YAĞIZ İZZET', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '3333 TRY'}
{'card_number': '4542626918264374', 'expiration_date': '3/30', 'cvv': '212', 'card_holder': 'HASAN HALUK ÖCAL BAKİ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '234 TRY'}
{'card_number': '4420352910458826', 'expiration_date': '7/29', 'cvv': '526', 'card_holder': 'AYHAN SEMİH FİKRET DAVUT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '110 TRY'}
{'card_number': '4939684295085467', 'expiration_date': '1/27', 'cvv': '098', 'card_holder': 'DOĞAN YAVUZ SEFA TOLUNAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '18 TRY'}
{'card_number': '4304329863879258', 'expiration_date': '6/30', 'cvv': '701', 'card_holder': 'ÜLKÜ KAYA TANER ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '386 TRY'}
{'card_number': '4547197867810075', 'expiration_date': '3/28', 'cvv': '903', 'card_holder': 'SELİM EVREN HAYDAR HASAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '36 TRY'}
{'card_number': '4994905809504582', 'expiration_date': '7/30', 'cvv': '852', 'card_holder': 'FERİT YÜCEL ÇETİN ŞENOL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '331 TRY'}
{'card_number': '4394178693721367', 'expiration_date': '4/26', 'cvv': '116', 'card_holder': 'SEZGİN ÜLKÜ EMİN UMUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '14 TRY'}
{'card_number': '4993702292341320', 'expiration_date': '7/29', 'cvv': '178', 'card_holder': 'MUZAFFER HASAN FAİK ÖZDEMİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '393 TRY'}
{'card_number': '4768049099354657', 'expiration_date': '2/24', 'cvv': '663', 'card_holder': 'FATİH VEDAT NECATİ VEDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '94 TRY'}
{'card_number': '4785687239605154', 'expiration_date': '8/29', 'cvv': '626', 'card_holder': 'KAAN MAHİR TEVFİK FAİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '472 TRY'}
{'card_number': '4868709436642630', 'expiration_date': '10/29', 'cvv': '095', 'card_holder': 'GÖKTUĞ ZİYA MERT VOLKAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3582 TRY'}
{'card_number': '4727233965524284', 'expiration_date': '6/30', 'cvv': '915', 'card_holder': 'ORÇUN HALUK EVREN OĞUZ', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '327 TRY'}
{'card_number': '4467862417407559', 'expiration_date': '8/25', 'cvv': '307', 'card_holder': 'ÇAĞRI ERDEM FERDİ FERHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '40 TRY'}
{'card_number': '4779364164334501', 'expiration_date': '12/27', 'cvv': '069', 'card_holder': 'CEVAT ÇINAR BAHADIR EMİN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '4789 TRY'}
{'card_number': '4444306962101322', 'expiration_date': '11/25', 'cvv': '299', 'card_holder': 'MAHİR İZZET NAMIK BURAK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '4799 TRY'}
{'card_number': '4973593946949848', 'expiration_date': '11/24', 'cvv': '431', 'card_holder': 'HİKMET LOKMAN CEM DİNÇER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '215 TRY'}
{'card_number': '4003882132145939', 'expiration_date': '11/27', 'cvv': '638', 'card_holder': 'UMUT GÜRKAN GÜRSOY TOLUNAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '499 TRY'}
{'card_number': '4826159697212825', 'expiration_date': '5/30', 'cvv': '351', 'card_holder': 'ALİ TARIK FERİT ZAFER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '475 TRY'}
{'card_number': '4084058413531624', 'expiration_date': '11/30', 'cvv': '347', 'card_holder': 'MERİÇ ORÇUN GÖKHAN BÜLENT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '404 TRY'}
{'card_number': '4594767693235754', 'expiration_date': '10/24', 'cvv': '429', 'card_holder': 'LOKMAN NAMIK LATİF EFE', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '430 TRY'}
{'card_number': '4408784276668307', 'expiration_date': '1/28', 'cvv': '542', 'card_holder': 'KEREM ZİHNİ GÖKHAN SEMİH', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '6 TRY'}
{'card_number': '4006690231749791', 'expiration_date': '10/28', 'cvv': '180', 'card_holder': 'ÖNDER SİNAN VOLKAN CİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1898 TRY'}
{'card_number': '4874094087108435', 'expiration_date': '2/30', 'cvv': '537', 'card_holder': 'EREN VELİ FERİT ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '242 TRY'}
{'card_number': '4554810237343953', 'expiration_date': '10/28', 'cvv': '597', 'card_holder': 'NAMIK CİHAN CEVAT SAMİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '206 TRY'}
{'card_number': '4475738391532580', 'expiration_date': '2/27', 'cvv': '616', 'card_holder': 'GÖKTUĞ OKTAY UZAY ÜLKÜ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '48 TRY'}
{'card_number': '4810613541866481', 'expiration_date': '1/29', 'cvv': '655', 'card_holder': 'FERHAT DORUK VOLKAN YASİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '12 TRY'}
{'card_number': '4248281350663696', 'expiration_date': '6/26', 'cvv': '103', 'card_holder': 'KAZIM ÇINAR OĞUZ HAŞIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '343 TRY'}
{'card_number': '4512793520255855', 'expiration_date': '2/26', 'cvv': '479', 'card_holder': 'İHSAN ÖCAL ÖZCAN ZEKİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '13 TRY'}
{'card_number': '4674154065443238', 'expiration_date': '10/25', 'cvv': '244', 'card_holder': 'KUBİLAY LEVENT SALİH İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '130 TRY'}
{'card_number': '4622033561600652', 'expiration_date': '7/27', 'cvv': '410', 'card_holder': 'LOKMAN YILDIRIM BAKİ DİNÇ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '122 TRY'}
{'card_number': '4448569938168701', 'expiration_date': '4/30', 'cvv': '022', 'card_holder': 'TALAT MERT ORÇUN GÜRKAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '200 TRY'}
{'card_number': '4655284177891884', 'expiration_date': '2/26', 'cvv': '976', 'card_holder': 'GÖKTUĞ HASİP BARIŞ AHMET', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '276 TRY'}
{'card_number': '4267013185174938', 'expiration_date': '7/30', 'cvv': '552', 'card_holder': 'DOĞAN TALAT HALİL TUNCAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '361 TRY'}
{'card_number': '4093085099002595', 'expiration_date': '1/27', 'cvv': '752', 'card_holder': 'KEREM ÜMİT ZEKİ BATUHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4901491929700220', 'expiration_date': '7/26', 'cvv': '450', 'card_holder': 'HİKMET SALİH DİNÇER DENİZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '343 TRY'}
{'card_number': '4861394078801195', 'expiration_date': '9/25', 'cvv': '648', 'card_holder': 'SEMİH ORÇUN MAHMUT VEDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2282 TRY'}
{'card_number': '4170503240125830', 'expiration_date': '6/30', 'cvv': '469', 'card_holder': 'OĞUZ ORHAN GÜRSOY TUFAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '13 TRY'}
{'card_number': '4809914354683556', 'expiration_date': '5/26', 'cvv': '382', 'card_holder': 'DURMUŞ VELİ PAMİR CAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '0 TRY'}
{'card_number': '4992988040219725', 'expiration_date': '10/27', 'cvv': '365', 'card_holder': 'MEHMET TEKİN HASİP VELİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '14 TRY'}
{'card_number': '4258024000944133', 'expiration_date': '3/27', 'cvv': '220', 'card_holder': 'MEHMET ZAFER KURTULUŞ FAİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '250 TRY'}
{'card_number': '4013015032680022', 'expiration_date': '7/25', 'cvv': '840', 'card_holder': 'FERHAN ERDEM FURKAN NAMIK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '59 TRY'}
{'card_number': '4662365216769040', 'expiration_date': '7/24', 'cvv': '896', 'card_holder': 'VOLKAN ENGİN DOĞAN ORHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '48 TRY'}
{'card_number': '4517740802230168', 'expiration_date': '1/26', 'cvv': '425', 'card_holder': 'VURAL DORUK OKAN TAHSİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '190 TRY'}
{'card_number': '4325904812921560', 'expiration_date': '6/28', 'cvv': '879', 'card_holder': 'ZAİD YENER ÇINAR ZAİD', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '231 TRY'}
{'card_number': '4778080463880835', 'expiration_date': '9/25', 'cvv': '434', 'card_holder': 'FATİH ZAFER FERDİ AYBARS', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '6966 TRY'}
{'card_number': '4334986108506105', 'expiration_date': '10/25', 'cvv': '694', 'card_holder': 'GÜRKAN CUMA GÖKHAN HALİL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '209 TRY'}
{'card_number': '4716121543739438', 'expiration_date': '2/26', 'cvv': '043', 'card_holder': 'DORUK MERT KAAN KAMRAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '140 TRY'}
{'card_number': '4872855801311436', 'expiration_date': '12/29', 'cvv': '404', 'card_holder': 'DİNÇ VOLKAN NAZIM HÜSEYİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '0 TRY'}
{'card_number': '4626411969959860', 'expiration_date': '10/25', 'cvv': '378', 'card_holder': 'MUSTAFA BURAK MAHMUT BAKİ', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '5930 TRY'}
{'card_number': '4614823547382650', 'expiration_date': '10/24', 'cvv': '070', 'card_holder': 'MERİÇ ZEKİ LEVENT FİKRET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '287 TRY'}
{'card_number': '4478437621701746', 'expiration_date': '2/25', 'cvv': '902', 'card_holder': 'YAVUZ EMRE DENİZ ZAFER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2581 TRY'}
{'card_number': '4966360949546032', 'expiration_date': '8/26', 'cvv': '592', 'card_holder': 'YAĞIZ TARIK YASİN GALİP', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '37 TRY'}
{'card_number': '4548380247178475', 'expiration_date': '1/29', 'cvv': '401', 'card_holder': 'İHSAN TEVFİK OĞUZ İSMAİL', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '499 TRY'}
{'card_number': '4247487226949471', 'expiration_date': '12/28', 'cvv': '827', 'card_holder': 'CUMA İLYAS NAZIM SEZGİN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '271 TRY'}
{'card_number': '4251183335028504', 'expiration_date': '1/29', 'cvv': '648', 'card_holder': 'DİNÇER İZZET UZAY ÖMER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '742 TRY'}
{'card_number': '4109874534423470', 'expiration_date': '12/25', 'cvv': '258', 'card_holder': 'MURAT FAİK NAİM RAMAZAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '324 TRY'}
{'card_number': '4340602973068632', 'expiration_date': '12/28', 'cvv': '460', 'card_holder': 'RIDVAN SİNAN ORÇUN GÖRKEM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '49 TRY'}
{'card_number': '4793362443155673', 'expiration_date': '6/30', 'cvv': '965', 'card_holder': 'CEM YENER YÜCEL ÖZCAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '17 TRY'}
{'card_number': '4852870594105865', 'expiration_date': '1/24', 'cvv': '936', 'card_holder': 'TUFAN SEZGİN İSMAİL MERT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '37 TRY'}
{'card_number': '4030218878861149', 'expiration_date': '11/30', 'cvv': '257', 'card_holder': 'MERT NİYAZİ SAMİ ÜMİT', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '9 TRY'}
{'card_number': '4499740522460352', 'expiration_date': '12/29', 'cvv': '031', 'card_holder': 'ÜMİT ERAY MUSTAFA SALİH', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '306 TRY'}
{'card_number': '4611860883423287', 'expiration_date': '1/28', 'cvv': '148', 'card_holder': 'HALİT YILDIRIM ÇAĞRI EMİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '198 TRY'}
{'card_number': '4249217758662749', 'expiration_date': '4/26', 'cvv': '677', 'card_holder': 'ALİ ÖZDEMİR FATİH YAHYA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '48 TRY'}
{'card_number': '4088692012359734', 'expiration_date': '1/29', 'cvv': '164', 'card_holder': 'BERK TARIK BAHADIR ÇINAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '117 TRY'}
{'card_number': '4236204423255344', 'expiration_date': '7/29', 'cvv': '261', 'card_holder': 'ZAFER SALİH OSMAN NAMIK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '449 TRY'}
{'card_number': '4843336213927388', 'expiration_date': '11/26', 'cvv': '560', 'card_holder': 'FİKRET BURAK NAZIM HAYDAR', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '98 TRY'}
{'card_number': '4380491704852816', 'expiration_date': '6/27', 'cvv': '907', 'card_holder': 'FURKAN CUMA YAĞIZ TAYLAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '313 TRY'}
{'card_number': '4801871062889370', 'expiration_date': '3/26', 'cvv': '503', 'card_holder': 'TEVFİK GÜVEN ÖZDEMİR ZAFER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2701 TRY'}
{'card_number': '4927013440321417', 'expiration_date': '7/30', 'cvv': '889', 'card_holder': 'DOĞAN VELİ MUSTAFA SEZGİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '43 TRY'}
{'card_number': '4429088831986724', 'expiration_date': '4/26', 'cvv': '773', 'card_holder': 'İHSAN CUMA ÖZGÜR FERİT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '40 TRY'}
{'card_number': '4413953218177478', 'expiration_date': '3/27', 'cvv': '825', 'card_holder': 'TARIK KAAN YÜCEL ZEKİ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '10 TRY'}
{'card_number': '4412918378663832', 'expiration_date': '8/29', 'cvv': '154', 'card_holder': 'ÇINAR ÇAĞLAR HASİP VURAL', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4360 TRY'}
{'card_number': '4412268503029511', 'expiration_date': '2/26', 'cvv': '884', 'card_holder': 'İLYAS BERAT HAYDAR ALİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '104 TRY'}
{'card_number': '4733028811133096', 'expiration_date': '7/27', 'cvv': '423', 'card_holder': 'SİNAN TAMER FİKRET MÜJDAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '215 TRY'}
{'card_number': '4047714360358058', 'expiration_date': '8/26', 'cvv': '185', 'card_holder': 'MURAT POLAT VOLKAN ORÇUN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1 TRY'}
{'card_number': '4162105262569570', 'expiration_date': '7/26', 'cvv': '006', 'card_holder': 'FİKRET SEFA SELMAN AHMET', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '42 TRY'}
{'card_number': '4126452962146472', 'expiration_date': '1/27', 'cvv': '039', 'card_holder': 'EMRE ALPER ÖZTÜRK KUBİLAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '25 TRY'}
